1 	 1275423490.440000 	 2 	 -8249200.952497 	 -19624075.067486 	 16555870.712635 	 -0.000467 	 1.397005 	 1.481193 	 19.400000 	 20671113.967702 	 13.499467 	 -3.387994 	 20811276.659525 	 15.889000 	 90.370461 	 20671045.748909
1 	 1275423490.440000 	 5 	 -2638931.052067 	 -25249130.646582 	 -7589276.875226 	 -0.000014 	 0.297004 	 2.623957 	 24.900000 	 23906920.150836 	 20.122845 	 -2.647925 	 23911148.066785 	 8.094396 	 -628.387756 	 23906889.798423
1 	 1275423490.440000 	 6 	 3494809.330942 	 -15453948.301905 	 21359702.392657 	 -0.000284 	 0.798329 	 0.837731 	 29.900000 	 21666111.626186 	 12.873973 	 -3.536772 	 21751243.527009 	 4.796679 	 441.941681 	 21666079.331061
1 	 1275423490.440000 	 12 	 -11623433.079768 	 -11801581.187896 	 20562932.466703 	 0.000110 	 1.203974 	 -0.497054 	 32.400000 	 20364452.368107 	 9.647170 	 -5.004764 	 20331621.913757 	 3.597509 	 -226.166092 	 20364423.619804
1 	 1275423490.440000 	 19 	 13161050.423256 	 -15448489.205046 	 16817883.668425 	 -0.000149 	 0.379077 	 1.107484 	 25.500000 	 23334819.744837 	 14.405139 	 -3.211071 	 23379537.793079 	 7.195019 	 529.761108 	 23334789.453133
1 	 1275423490.440000 	 25 	 -15026640.056166 	 -681773.685684 	 21643400.076354 	 0.000010 	 0.674158 	 -0.803003 	 35.300000 	 21916065.766095 	 5.848604 	 -24.354307 	 21912962.372898 	 2.698132 	 -512.524231 	 21916033.549164
2 	 1275423491.440000 	 2 	 -8247466.685227 	 -19623099.914560 	 16557967.351968 	 -0.000467 	 1.396943 	 1.480455 	 24.000000 	 20671178.626765 	 3.334810 	 2.460158 	 20811337.002378 	 8.094396 	 86.659737 	 20671141.025566
2 	 1275423491.440000 	 5 	 -2638526.374054 	 -25250043.252792 	 -7586307.865808 	 -0.000014 	 0.297110 	 2.623877 	 23.200000 	 23906279.163500 	 8.335181 	 8.045834 	 23910505.986024 	 9.293566 	 -631.407104 	 23906270.007054
2 	 1275423491.440000 	 12 	 -11622801.920579 	 -11804162.131136 	 20561835.579555 	 0.000110 	 1.204113 	 -0.496945 	 30.900000 	 20364224.141389 	 3.420479 	 2.593896 	 20331395.060926 	 4.197094 	 -231.255264 	 20364200.142436
2 	 1275423491.440000 	 19 	 13163196.829610 	 -15448948.839830 	 16815815.835790 	 -0.000149 	 0.378979 	 1.107573 	 19.400000 	 23335346.494846 	 6.644468 	 6.419799 	 23380066.412524 	 15.889000 	 523.088745 	 23335321.158357
2 	 1275423491.440000 	 25 	 -15026268.721047 	 -684553.962978 	 21643593.603307 	 0.000010 	 0.674288 	 -0.802978 	 32.200000 	 21915526.402014 	 4.753496 	 3.854020 	 21912450.121756 	 3.597509 	 -517.602844 	 21915523.856174
3 	 1275423492.440000 	 2 	 -8245732.152178 	 -19622124.720291 	 16560063.654465 	 -0.000467 	 1.396888 	 1.479732 	 25.300000 	 20671279.178425 	 3.334867 	 2.473750 	 20811437.567983 	 7.195019 	 91.856323 	 20671238.943269
3 	 1275423492.440000 	 5 	 -2638121.786355 	 -25250955.511239 	 -7583338.693828 	 -0.000014 	 0.297216 	 2.623804 	 20.700000 	 23905640.706270 	 8.334039 	 8.087511 	 23909867.569808 	 13.790453 	 -627.483826 	 23905648.644524
3 	 1275423492.440000 	 12 	 -11622170.947847 	 -11806742.973846 	 20560738.247194 	 0.000110 	 1.204251 	 -0.496851 	 32.800000 	 20363991.618680 	 3.420403 	 2.608062 	 20331162.554225 	 3.597509 	 -226.168121 	 20363979.998886
3 	 1275423492.440000 	 19 	 13165342.952713 	 -15449408.533354 	 16813747.636968 	 -0.000149 	 0.378887 	 1.107666 	 26.400000 	 23335861.343952 	 6.645318 	 6.456730 	 23380581.298649 	 6.295642 	 527.451416 	 23335854.992385
3 	 1275423492.440000 	 24 	 -22304044.822303 	 -14762028.512322 	 711363.622867 	 -0.000014 	 0.639944 	 -2.490684 	 16.900000 	 22448518.527572 	 5.294902 	 4.048181 	 22452713.434934 	 23.983397 	 504.268707 	 22448481.896940
3 	 1275423492.440000 	 25 	 -15025897.544279 	 -687334.283228 	 21643786.659115 	 0.000010 	 0.674412 	 -0.802956 	 33.000000 	 21915014.165907 	 4.753007 	 3.874656 	 21911937.905515 	 3.297717 	 -512.522949 	 21915017.309945
4 	 1275423493.440000 	 2 	 -8243997.353179 	 -19621149.484575 	 16562159.620383 	 -0.000467 	 1.396830 	 1.479002 	 25.100000 	 20671377.056544 	 3.334919 	 2.473555 	 20811535.446254 	 7.195019 	 94.285637 	 20671336.967225
4 	 1275423493.440000 	 5 	 -2637717.289542 	 -25251867.421710 	 -7580369.359754 	 -0.000014 	 0.297321 	 2.623728 	 21.700000 	 23905046.373350 	 8.332904 	 8.084121 	 23909273.232842 	 11.991698 	 -624.439148 	 23905027.476263
4 	 1275423493.440000 	 6 	 3501280.811251 	 -15449096.478692 	 21362171.265666 	 -0.000284 	 0.797969 	 0.837538 	 21.000000 	 21667438.417247 	 4.305623 	 3.387383 	 21752568.679094 	 11.991698 	 444.240570 	 21667420.880981
4 	 1275423493.440000 	 12 	 -11621540.161804 	 -11809323.715599 	 20559640.469716 	 0.000110 	 1.204388 	 -0.496749 	 33.300000 	 20363772.616973 	 3.420326 	 2.607696 	 20330943.553993 	 3.297717 	 -223.765076 	 20363759.908980
4 	 1275423493.440000 	 19 	 13167488.791994 	 -15449868.285778 	 16811679.072222 	 -0.000149 	 0.378791 	 1.107757 	 26.300000 	 23336393.906220 	 6.646122 	 6.457615 	 23381113.861844 	 6.295642 	 529.585083 	 23336388.619372
4 	 1275423493.440000 	 24 	 -22303952.189048 	 -14762361.098469 	 708267.834869 	 -0.000014 	 0.639833 	 -2.490785 	 20.200000 	 22448987.257406 	 5.295676 	 4.048435 	 22453182.165233 	 13.790453 	 506.190674 	 22448992.497598
4 	 1275423493.440000 	 25 	 -15025526.525879 	 -690114.646282 	 21643979.243774 	 0.000010 	 0.674539 	 -0.802932 	 34.400000 	 21914501.672153 	 4.752534 	 3.873720 	 21911425.410070 	 2.997925 	 -510.194244 	 21914510.759824
5 	 1275423494.440000 	 2 	 -8242262.288019 	 -19620174.207517 	 16564255.249738 	 -0.000467 	 1.396775 	 1.478319 	 27.900000 	 20671463.712457 	 3.334974 	 2.475073 	 20811622.104035 	 5.696057 	 95.959419 	 20671434.662560
5 	 1275423494.440000 	 6 	 3503438.332274 	 -15447479.343064 	 21362993.318039 	 -0.000284 	 0.797856 	 0.837480 	 28.700000 	 21667865.646285 	 4.306090 	 3.389818 	 21752995.912775 	 5.096472 	 445.978485 	 21667868.481017
5 	 1275423494.440000 	 12 	 -11620909.562284 	 -11811904.356585 	 20558542.247091 	 0.000110 	 1.204531 	 -0.496664 	 36.200000 	 20363551.379833 	 3.420250 	 2.609134 	 20330722.320132 	 2.398340 	 -222.134216 	 20363539.346358
5 	 1275423494.440000 	 19 	 13169634.347748 	 -15450328.096921 	 16809610.141458 	 -0.000149 	 0.378700 	 1.107853 	 25.300000 	 23336923.357807 	 6.646954 	 6.463015 	 23381643.318901 	 7.195019 	 531.251404 	 23336921.711304
5 	 1275423494.440000 	 25 	 -15025155.665852 	 -692895.052214 	 21644171.357283 	 0.000010 	 0.674667 	 -0.802913 	 36.000000 	 21913986.052141 	 4.752057 	 3.875457 	 21910909.791037 	 2.398340 	 -508.586731 	 21914003.727726
