37.626537 , -122.427224 , 52.412046 
37.626532 , -122.427512 , 11.065696 
37.626639 , -122.427391 , 11.730228 
37.626686 , -122.427463 , 7.193880 
37.627086 , -122.427350 , 22.310055 
37.626918 , -122.427386 , 17.396905 
37.626768 , -122.427400 , 17.019339 
37.626786 , -122.427436 , 20.236056 
37.626702 , -122.427417 , 9.025827 
37.626883 , -122.427338 , 25.256180 
37.626697 , -122.427467 , 4.125263 
37.626962 , -122.427409 , 17.990381 
37.626850 , -122.427355 , 2.692678 
37.626735 , -122.427419 , 15.019767 
37.626992 , -122.427367 , 39.252375 
37.626939 , -122.427363 , 25.457015 
37.626840 , -122.427383 , 11.633457 
37.626701 , -122.427418 , 3.230762 
37.626844 , -122.427529 , 7.929459 
37.626670 , -122.427415 , 2.851248 
37.626834 , -122.427358 , 24.176143 
37.626955 , -122.427310 , 28.979312 
37.626753 , -122.427389 , -1.363043 
37.626769 , -122.427384 , 9.519685 
37.626841 , -122.427440 , 8.697146 
37.626784 , -122.427333 , 16.335369 
37.626804 , -122.427420 , 10.521751 
37.626781 , -122.427453 , -0.501658 
37.626832 , -122.427425 , 17.083703 
37.626864 , -122.427413 , 23.195802 
37.626833 , -122.427416 , 23.833285 
37.626786 , -122.427385 , 16.407302 
37.626805 , -122.427427 , 26.748081 
37.626788 , -122.427418 , 28.022286 
37.626816 , -122.427413 , 23.168510 
37.626811 , -122.427430 , 20.542786 
37.626849 , -122.427378 , 23.799651 
37.626861 , -122.427409 , 13.292957 
37.626874 , -122.427459 , 15.175112 
37.626868 , -122.427398 , 24.921253 
37.626871 , -122.427351 , 21.986043 
37.626871 , -122.427373 , 18.454792 
37.626831 , -122.427400 , 23.235892 
37.626785 , -122.427404 , 21.715083 
37.626877 , -122.427373 , 12.443829 
37.626845 , -122.427408 , 11.545836 
37.626798 , -122.427398 , 16.795955 
37.626854 , -122.427378 , 23.248256 
37.626804 , -122.427395 , 22.051571 
37.626806 , -122.427360 , 23.656910 
37.626863 , -122.427430 , 10.359759 
37.626830 , -122.427421 , 17.492382 
37.626845 , -122.427439 , 8.347198 
37.626862 , -122.427349 , 26.856820 
37.626860 , -122.427369 , 28.937507 
37.626854 , -122.427380 , 17.273027 
37.626846 , -122.427418 , 12.984808 
37.626912 , -122.427348 , 18.730959 
37.626838 , -122.427392 , 10.206951 
37.626891 , -122.427369 , 17.233331 
37.626846 , -122.427375 , 23.594775 
37.626862 , -122.427405 , 28.118164 
37.626881 , -122.427387 , 10.713624 
37.626838 , -122.427364 , 24.906786 
37.626865 , -122.427336 , 22.281886 
37.626813 , -122.427406 , 22.488786 
37.626815 , -122.427406 , 16.890421 
37.626796 , -122.427394 , 25.512461 
37.626843 , -122.427411 , 18.416595 
37.626819 , -122.427428 , 25.106661 
37.626795 , -122.427418 , 24.593954 
37.626816 , -122.427409 , 16.640299 
37.626820 , -122.427426 , 21.157325 
37.626835 , -122.427374 , 17.661290 
37.626820 , -122.427379 , 18.887248 
37.626867 , -122.427394 , 21.744075 
37.626937 , -122.427379 , 19.670913 
37.626848 , -122.427430 , 18.487918 
37.626831 , -122.427412 , 13.868210 
37.626817 , -122.427370 , 10.257621 
37.626818 , -122.427343 , 22.625272 
37.626860 , -122.427338 , 17.763888 
37.626834 , -122.427393 , 17.762863 
37.626833 , -122.427400 , 15.374416 
