37.4235845,-122.0941221,-32.830627
37.4235845,-122.0941221,-32.830566
37.4235845,-122.0941220,-32.829407
37.4235845,-122.0941220,-32.829407
37.4235845,-122.0941220,-32.829956
37.4235844,-122.0941220,-32.831787
37.4235844,-122.0941220,-32.831268
37.4235844,-122.0941219,-32.937408
37.4235843,-122.0941223,-32.845123
37.4235861,-122.0941221,-32.931366
37.4235875,-122.0941226,-32.925232
37.4235889,-122.0941228,-32.833130
37.4235900,-122.0941237,-32.884583
37.4235914,-122.0941249,-32.976868
37.4235921,-122.0941265,-32.918518
37.4235913,-122.0941278,-32.898254
37.4235911,-122.0941297,-33.228455
37.4235907,-122.0941346,-33.168396
37.4235896,-122.0941360,-32.935913
37.4235890,-122.0941370,-32.770447
37.4235895,-122.0941379,-32.808075
37.4235890,-122.0941388,-32.890503
37.4235895,-122.0941380,-32.918030
37.4235894,-122.0941388,-32.905792
37.4235884,-122.0941399,-32.851440
37.4235886,-122.0941393,-33.114319
37.4235874,-122.0941380,-33.211670
37.4235868,-122.0941382,-33.305786
37.4235864,-122.0941400,-33.489410
37.4235853,-122.0941413,-33.686798
37.4235866,-122.0941402,-33.996002
37.4235869,-122.0941394,-33.894501
37.4235872,-122.0941386,-34.058624
37.4235875,-122.0941372,-34.131226
37.4235883,-122.0941369,-34.027405
37.4235865,-122.0941373,-33.820984
37.4235853,-122.0941373,-33.864136
37.4235839,-122.0941384,-33.898468
37.4235841,-122.0941389,-33.808014
37.4235834,-122.0941384,-33.736664
37.4235825,-122.0941380,-33.660126
37.4235818,-122.0941373,-33.477020
37.4235808,-122.0941362,-33.439026
37.4235792,-122.0941353,-33.507202
37.4235772,-122.0941341,-33.657227
37.4235732,-122.0941317,-33.792572
37.4235722,-122.0941300,-33.885498
37.4235683,-122.0941266,-34.197418
37.4235679,-122.0941266,-34.538727
37.4235691,-122.0941276,-34.570068
37.4235691,-122.0941288,-34.944305
37.4235707,-122.0941295,-34.943451
37.4235738,-122.0941301,-34.838165
37.4235754,-122.0941307,-34.818085
37.4235771,-122.0941304,-34.778137
37.4235790,-122.0941305,-34.860718
37.4235803,-122.0941309,-34.747467
37.4235819,-122.0941302,-34.695770
37.4235832,-122.0941296,-34.690460
37.4235831,-122.0941309,-34.704071
37.4235829,-122.0941317,-34.823395
37.4235831,-122.0941319,-34.795227
37.4235831,-122.0941319,-34.792908
37.4235831,-122.0941319,-34.795471
37.4235831,-122.0941319,-34.794342
37.4235831,-122.0941319,-34.795380
37.4235831,-122.0941319,-34.796326
37.4235840,-122.0941305,-34.837646
37.4235878,-122.0941288,-34.661591
37.4235978,-122.0941260,-34.348938
37.4236163,-122.0941228,-34.032135
37.4236465,-122.0941186,-33.676605
37.4236817,-122.0941160,-33.596680
37.4237109,-122.0941118,-33.709961
37.4237315,-122.0940962,-33.520874
37.4237437,-122.0940690,-33.985168
37.4237455,-122.0940347,-34.099609
37.4237392,-122.0939877,-34.206940
37.4237159,-122.0939202,-33.873688
37.4237092,-122.0938550,-33.774048
37.4237031,-122.0937826,-33.335693
37.4237000,-122.0937192,-33.371399
37.4237001,-122.0936756,-33.238098
37.4237050,-122.0936372,-33.445160
37.4237241,-122.0936055,-33.538574
37.4237458,-122.0935932,-33.214081
37.4237858,-122.0935743,-33.135223
37.4238403,-122.0935650,-32.741882
37.4239113,-122.0935490,-32.462372
37.4239893,-122.0935382,-32.294098
37.4240795,-122.0935277,-32.972321
37.4241847,-122.0935177,-33.101135
37.4242889,-122.0935068,-32.909790
37.4244005,-122.0934941,-32.732697
37.4245165,-122.0934833,-32.557739
37.4246314,-122.0934770,-32.901093
37.4247432,-122.0934643,-32.615509
37.4248492,-122.0934478,-32.585022
37.4249515,-122.0934181,-32.924255
37.4250408,-122.0933737,-33.122864
37.4251103,-122.0933275,-32.945831
37.4251608,-122.0932837,-33.274261
37.4251946,-122.0932511,-33.429504
37.4252190,-122.0932192,-33.428314
